File_Version,2,,,,,,,,,,,,,,,,,,,,,,,
Elements,12,,,,,,,,,,,,,,,,,,,,,,,
Entries,1301,,,,,,,,,,,,,,,,,,,,,,,
WL_Start,235,,,,,,,,,,,,,,,,,,,,,,,
WL_Stop,300,,,,,,,,,,,,,,,,,,,,,,,
PLSEntries,12,,,,,,,,,,,,,,,,,,,,,,,
PLSGroups,1,,,,,,,,,,,,,,,,,,,,,,,
SGWidth,11,,,,,,,,,,,,,,,,,,,,,,,
PixleShift,0,,,,,,,,,,,,,,,,,,,,,,,
SGDeriv,2,,,,,,,,,,,,,,,,,,,,,,,
PLSDesc, Standard PLS Rank=6 SGWidth=11 SGDeriv=2 WLStart=235.00 WLStop=300.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Spectra_Start,,,,,,,,,,,,,,,,,,,,,,,,
Gas,Benzene,Benzene,CS2,CS2,p-Xyl,p-Xyl,Toluene,Toluene,SO2,SO2,Ozone,Ozone,Benzene,Benzene,CS2,CS2,p-Xyl,p-Xyl,Toluene,Toluene,SO2,SO2,Ozone,Ozone
Start,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235
Stop,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
PLSGroup,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ResultNum,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-2,3,-3,4,-4,5,-5,6,-6
Min_Rsquared,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Cal_conc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DefaultTreshold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,8.12E-06,0.000102306,-0.000276534,-5.14E-05,0.00032865,-0.000150346,-0.00018234,-2.20E-05,5.88E-05,5.78E-05,0.005941967,0.003208525,-10.62064634,-1.297547155,1.164519858,11.87756197,-1.465283735,-21.56111229,-0.995608528,-14.07149116,-0.73407591,-71.27582729,0.249292329,89.96154239
235.05,5.14E-06,0.000107767,-0.00032499,-5.19E-05,0.000318632,-0.000132782,-0.000173839,-1.40E-05,0.000151535,6.04E-05,0.005975128,0.003213504,-8.123326457,-7.983461976,1.913832365,20.13258113,-2.305805046,-35.2953783,-1.449771937,-21.32644104,-0.494728069,-49.26240684,0.37722719,159.8707668
235.1,-2.75E-06,0.000111911,-0.000360136,-5.21E-05,0.000317955,-0.000139196,-0.000169059,-1.72E-05,0.000269267,5.70E-05,0.005937921,0.003219087,-2.952790981,-11.96527753,0.677498835,8.258421091,1.820097175,30.98543623,0.70002647,12.39822479,-0.229087152,-25.19823321,0.451463313,200.6841236
235.15,-8.19E-06,0.000110832,-0.000335887,-4.72E-05,0.000330532,-0.000135135,-0.00017952,-1.07E-05,0.000204249,6.20E-05,0.005935526,0.003223008,1.297698018,-14.02377259,-1.125301383,-14.23836093,3.007396135,50.26523346,1.371653589,22.09633668,0.220544146,16.85128787,0.663833958,308.765098
235.2,-1.17E-05,0.000104956,-0.00029978,-4.20E-05,0.000315999,-0.000132951,-0.000188841,-6.51E-06,0.000169162,4.90E-05,0.006015443,0.003229757,3.229228062,-12.90534539,-0.826112421,-14.17729333,0.080244337,3.386265591,-0.149150204,-2.324689849,0.472842612,40.48379814,0.88540399,419.7840289
235.25,-1.66E-05,9.84E-05,-0.00031815,-4.49E-05,0.000269134,-0.000154905,-0.000176492,-2.04E-05,0.000156232,3.05E-05,0.006078135,0.003238717,3.7743517,-8.216611284,0.086491468,-3.208869937,-0.486240698,-6.177296601,-0.449337002,-7.092001102,0.670067529,58.79143173,0.927584598,449.5905175
235.3,-1.65E-05,9.44E-05,-0.000345446,-5.29E-05,0.000298569,-0.000146559,-0.000167844,-1.07E-05,0.000138214,4.51E-05,0.006006851,0.003245365,2.739366993,-2.371846118,1.010953364,9.214212357,0.39094155,8.080704211,-0.075548148,-0.509762361,0.524932518,44.1105717,0.955891697,460.5759744
235.35,-1.59E-05,9.09E-05,-0.00034651,-5.86E-05,0.000382635,-0.00012463,-0.0001652,5.26E-06,0.00014392,6.00E-05,0.005991617,0.003253483,0.583158093,2.064563933,1.615856373,14.7343411,-1.412140247,-20.36172161,-1.070156445,-15.80148562,0.291720969,21.89747022,1.018790513,482.1223809
235.4,-1.84E-05,8.70E-05,-0.000321533,-5.82E-05,0.000421894,-0.000118174,-0.000171841,2.99E-06,0.000288478,6.21E-05,0.006053843,0.003263462,0.024743691,3.870064708,1.86381164,16.335544,-2.656034327,-39.6832453,-1.772251474,-26.44715412,-0.008478348,-6.576687435,1.057329068,488.8766136
235.45,-2.02E-05,8.54E-05,-0.000299309,-5.47E-05,0.000335965,-0.000123153,-0.000198079,-9.59E-06,0.000244029,5.48E-05,0.006085565,0.003273278,0.691614473,3.101599638,2.319445193,19.13040087,-5.086030198,-77.64174288,-3.123651704,-47.12054508,-0.472202631,-50.5455593,1.139292643,509.6439098
235.5,-1.92E-05,8.46E-05,-0.000292238,-4.84E-05,0.0002898,-0.000130076,-0.000172007,-1.19E-05,0.000199578,5.32E-05,0.006059108,0.003283416,1.67057119,2.410820234,2.527383282,20.67531407,-6.596315001,-102.0267883,-3.880839284,-59.12363522,-0.595282159,-61.29795975,1.039516577,459.6270653
235.55,-1.72E-05,8.35E-05,-0.000288501,-4.41E-05,0.000341632,-0.000132335,-0.000133709,-1.55E-06,0.000135301,4.98E-05,0.006059479,0.003294928,3.280251167,4.282058297,0.850361981,7.338133645,-0.4879283,-5.726801476,-0.518320989,-7.037037201,-0.10310106,-13.618814,0.653703038,297.784872
235.6,-1.64E-05,8.42E-05,-0.000271697,-4.98E-05,0.000333412,-0.00013087,-0.000219737,-4.80E-08,8.18E-05,5.24E-05,0.00611389,0.003308178,2.699484025,6.564638603,-0.948991293,-8.799030789,5.013913996,81.88611791,2.446207683,39.32368409,0.035021202,0.062503641,0.370636875,168.9179845
235.65,-1.14E-05,8.59E-05,-0.000283787,-5.56E-05,0.000349946,-0.000133485,-0.000205442,-6.25E-06,0.000133805,4.97E-05,0.006104818,0.003322117,-0.369172814,7.551548806,-0.651176799,-5.432901631,4.123671943,67.79968542,1.969451469,32.20573238,-0.342101172,-34.87543352,0.226982914,89.77067098
235.7,-3.35E-06,8.80E-05,-0.000295979,-5.11E-05,0.000363707,-0.000136284,-0.000132386,-9.88E-06,0.00022212,5.47E-05,0.006086493,0.003334991,-2.734557343,6.8591497,0.353549078,4.812070253,0.992473046,17.58270306,0.334289895,6.806949584,-0.776978887,-74.73845845,0.05707065,-1.763187385
235.75,2.54E-06,9.06E-05,-0.000268125,-3.90E-05,0.000311004,-0.000132351,-0.000176995,-3.61E-06,0.000237784,5.63E-05,0.006108231,0.003346361,-2.401111009,4.488387642,-0.027638637,0.606855207,0.496709657,7.998067765,0.258206649,4.320315748,-0.216673853,-20.06427557,-0.129099108,-67.14661956
235.8,6.40E-06,9.47E-05,-0.000276319,-4.24E-05,0.000339368,-0.000130277,-0.000204629,7.61E-06,0.000275865,4.79E-05,0.006145209,0.003357623,-0.247572976,1.72057292,-1.627786851,-17.90637275,1.819402927,28.60556502,1.077938916,16.20613249,0.16732031,17.18822646,-0.206216679,-93.1281949
235.85,7.53E-06,0.000100273,-0.00031119,-5.04E-05,0.000389516,-0.00012858,-0.000192103,8.46E-06,0.000300464,3.90E-05,0.00621143,0.003370189,4.131330634,-1.407411047,-2.276054741,-27.58239572,0.072401807,0.112450954,0.273363029,2.656009739,0.397898338,40.22480926,-0.244723957,-104.8664395
235.9,6.45E-06,0.000105328,-0.00031507,-4.28E-05,0.000338083,-0.000126482,-0.000193183,-2.53E-06,0.000160905,3.16E-05,0.006256082,0.003383268,12.61696615,-4.508643691,-1.736468391,-23.31747426,-3.158427009,-53.05683337,-1.271732259,-22.78300432,0.856550935,85.12815985,-0.320747253,-121.4263483
235.95,8.52E-06,0.000106812,-0.000295686,-3.88E-05,0.000305263,-0.000138784,-0.000176299,9.24E-06,0.000104723,2.68E-05,0.006234514,0.003395216,23.39848524,-4.205673495,-0.803869135,-10.83674029,-3.583879448,-60.59264012,-1.460852514,-25.57455432,0.705750619,71.880129,-0.569476361,-237.8458879
236,1.49E-05,0.000107591,-0.000264067,-4.84E-05,0.000310781,-0.000133211,-0.000155896,1.32E-05,0.00012397,4.81E-05,0.006285098,0.003407122,31.71341025,2.558666175,0.778447925,13.16673455,-1.143961586,-21.74299347,-0.261980102,-5.25729586,0.047755188,9.972196488,-0.973966944,-441.5119099
236.05,2.60E-05,0.000110346,-0.000243573,-6.12E-05,0.00032866,-0.000109167,-0.000149469,-4.41E-06,3.62E-06,4.55E-05,0.006359815,0.003418455,33.94208319,14.15717169,1.08929862,20.0155684,1.376761822,19.19276174,0.964320035,15.13705334,-0.45419086,-37.93699521,-1.124877868,-527.6934976
236.1,4.44E-05,0.000114251,-0.000265477,-5.52E-05,0.000348856,-0.000124084,-0.000143853,-1.14E-06,0.000141467,3.96E-05,0.006351766,0.003428637,27.08923586,28.45645558,0.18237552,9.432662382,2.188923442,32.26431619,1.423948155,22.10235443,-0.4131747,-33.74280296,-1.153933267,-542.2629905
236.15,7.58E-05,0.000120934,-0.000277194,-5.08E-05,0.000333704,-0.000144892,-0.000124834,1.07E-05,0.000255364,5.30E-05,0.006314562,0.003439018,8.337326476,42.90865646,-0.425877161,0.996655311,1.427209071,20.16021651,1.059012965,16.07893239,-0.437980439,-35.54248704,-1.164868824,-550.303521
